Time Agent Velocity distanceToNearestPerson distanceToNearestObstacle
4248.61 10 0.448328 1.34384 1.94487
4248.61 11 0.573191 1.46772 1.34629
4248.61 12 0.680751 1.46772 1.47648
4248.61 13 0.133332 1.02821 1.75571
4248.61 14 0.509405 1.34861 1.63248
4248.61 15 0.466379 2.76955 2.6
4248.61 16 0.557377 2.76955 1.34629
4248.61 17 0.257738 1.34861 2.7
4248.61 18 0.194296 1.30254 1.55
4248.61 19 0.4287 2.68283 2.4
4248.61 20 0.459618 2.17117 1.66883
4249.65 0 0 1.59774 1.56605
4249.65 1 0.119275 1.15311 2.7
4249.65 2 0.16852 1.49859 2.52686
4249.65 3 0.439745 1.60864 1.90066
4249.65 4 0.196402 1.00669 2.9
4249.65 5 0.400057 2.78937 1.9
4249.65 6 0.797178 3.77973 2.34361
4249.65 7 0.275296 1.00669 2.75
4249.65 8 0.205549 1.06513 2.15697
4249.65 9 0.348729 4.21437 2.75
4249.65 10 0.0706329 1.59774 2.15928
4249.65 11 0.186102 2.19636 1.00623
4249.65 12 0.539432 2.19636 1.92094
4249.65 13 0.137342 1.06513 1.63478
4249.65 14 0.482556 1.08987 1.75
4249.65 15 0.517649 3.13343 2.61964
4249.65 16 0.542495 3.06038 1.00499
4249.65 17 0.241282 1.08987 2.84253
4249.65 18 0.318883 1.21806 1.7
4249.65 19 0.491094 2.50298 2.85
4249.65 20 0.495095 2.50125 2.10238
4250.66 0 0.3 1.44004 1.54029
4250.66 1 0.298331 1.2812 2.7
4250.66 2 0.233725 1.41549 2.79509
4250.66 3 0.590058 1.4193 2.07966
4250.66 4 0.424497 1.18243 2.63154
4250.66 5 0.434746 2.83912 2.25
4250.66 6 0.723475 3.58635 2.43772
4250.66 7 0.508675 1.18243 2.45
4250.66 8 0.0587543 1.00432 2.26274
4250.66 9 0.508075 4.02579 2.77308
4250.66 10 0.201553 1.44004 2.08626
4250.66 11 0.291499 2.56242 1.07703
4250.66 12 0.417711 2.24227 2.12132
4250.66 13 0.120489 1.00432 1.58824
4250.66 14 0.412914 0.946294 1.94487
4250.66 15 0.577465 2.73504 2.5005
4250.66 16 0.685455 2.24227 1.2083
4250.66 17 0.1596 0.946294 2.86575
4250.66 18 0.471451 1.24349 1.9
4250.66 19 0.613589 2.6467 3.08585
4250.66 20 0.190299 2.6467 2.45051
4251.69 0 0.6 0.966814 1.85607
4251.69 1 0.472381 1.25685 2.65
4251.69 2 0.0694703 1.30865 2.85
4251.69 3 0.736397 1.42743 2.1225
4251.69 4 0.551825 1.30865 2.19203
4251.69 5 0.502665 2.60334 2.5
4251.69 6 0.552391 3.53744 2.9
4251.69 7 0.728553 1.30207 1.9
4251.69 8 0.0253331 0.92212 2.26274
4251.69 9 0.64552 3.88099 2.74089
4251.69 10 0.432217 0.966814 1.73566
4251.69 11 0.467502 2.65595 1.42215
4251.69 12 0.468942 1.76067 2.02485
4251.69 13 0.136042 0.92212 1.52643
4251.69 14 0.329423 0.903028 2.14009
4251.69 15 0.611124 2.31719 2.5
4251.69 16 0.671767 1.76067 1.59138
4251.69 17 0.0411832 0.903028 2.89914
4251.69 18 0.536022 1.30207 2.25056
4251.69 19 0.712624 3.0219 2.94151
4251.69 20 0.154766 3.0219 2.5045
4252.69 0 0.6 1.46166 2.43824
4252.69 1 0.591016 1.29197 2.65
4252.69 2 0.174706 1.20093 2.9
4252.69 3 0.799858 1.63935 1.40357
4252.69 4 0.615733 1.20093 1.78045
4252.69 5 0.510165 2.08046 2.3585
4252.69 6 0.389254 3.71273 2.6
4252.69 7 0.575221 1.39636 1.2
4252.69 8 0.0129345 0.844172 2.22767
4252.69 9 0.658158 3.5592 2.68794
4252.69 10 0.535144 1.46166 1.27279
4252.69 11 0.564566 2.81612 1.85068
4252.69 12 0.415684 2.27906 1.81246
4252.69 13 0.166427 0.844172 1.5
4252.69 14 0.258238 0.928231 2.31625
4252.69 15 0.565629 2.16071 2.2
4252.69 16 0.673368 2.18128 1.93003
4252.69 17 0.0764348 0.928231 2.89914
4252.69 18 0.527645 1.39636 2.25
4252.69 19 0.683162 3.43167 2.5
4252.69 20 0.352954 3.43167 2.27706
4253.69 0 0.6 1.90895 2.22036
4253.69 1 0.629259 1.44006 2.75
4253.69 2 0.32869 1.21249 2.77849
4253.69 3 0.248186 1.51331 0.9
4253.69 4 0.59051 1.21249 1.66208
4253.69 5 0.569682 1.58713 2.5
4253.69 6 0.32752 4.0056 2.3
4253.69 7 0.0598859 1.38868 0.9
4253.69 8 0.0594047 0.801024 2.26274
4253.69 9 0.553659 2.81716 2.59326
4253.69 10 0.422272 2.13448 0.860233
4253.69 11 0.589194 2.61109 1.95
4253.69 12 0.278996 3.12114 1.51822
4253.69 13 0.185642 0.801024 1.45
4253.69 14 0.245864 0.919501 2.53032
4253.69 15 0.301585 1.74069 1.9
4253.69 16 0.618314 2.13448 2.17313
4253.69 17 0.271356 0.919501 2.68701
4253.69 18 0.395634 1.38868 2.15
4253.69 19 0.582818 3.69404 1.95
4253.69 20 0.525858 3.3796 1.978
4254.72 0 0.6 1.99484 2.36907
4254.72 1 0.515121 1.64913 2.92062
4254.72 2 0.52525 1.41166 2.49098
4254.72 3 0.460342 1.44074 1.1
4254.72 4 0.490362 1.41166 1.93197
4254.72 5 0.535781 1.41046 2.25
4254.72 6 0.380486 4.24239 2
4254.72 7 0.382974 1.11689 1.15
4254.72 8 0.156058 0.802316 2.26274
4254.72 9 0.51362 2.35787 2.1319
4254.72 10 0.583605 2.39154 1.05948
4254.72 11 0.393661 1.99484 1.4
4254.72 12 0.260318 2.77248 1.2816
4254.72 13 0.179339 0.802316 1.52069
4254.72 14 0.251536 1.02075 2.79732
4254.72 15 0.0569478 1.58957 1.8
4254.72 16 0.472225 2.35787 2.1783
4254.72 17 0.458999 1.02075 2.29837
4254.72 18 0.171186 1.11689 2.2
4254.72 19 0.518529 3.97115 1.4
4254.72 20 0.197004 3.02009 1.67631
4255.76 0 0.6 1.98414 2.72029
4255.76 1 0.319754 1.89541 2.49098
4255.76 2 0.66905 1.62113 2.05061
4255.76 3 0.327279 1.47047 1.55
4255.76 4 0.393117 1.87792 2.36907
4255.76 5 0.472059 1.77832 2.2
4255.76 6 0.467095 4.52751 1.85
4255.76 7 0.464235 0.89552 1.45
4255.76 8 0.245786 0.849429 2.30489
4255.76 9 0.517552 2.28544 1.84391
4255.76 10 0.554019 1.53229 1.3537
4255.76 11 0.0484894 2.04335 1.25
4255.76 12 0.355542 1.98414 1.14127
4255.76 13 0.189579 0.849429 1.59138
4255.76 14 0.25216 1.33758 2.85
4255.76 15 0.231554 1.84326 1.9
4255.76 16 0.32952 2.33754 2.2
4255.76 17 0.566817 1.33758 1.80347
4255.76 18 0.147375 0.89552 2.35
4255.76 19 0.397983 4.29487 1
4255.76 20 0.102186 2.72039 1.64469
4256.77 0 0.6 1.27885 2.23886
4256.77 1 0.0556041 1.86173 2.34307
4256.77 2 0.589145 1.62955 1.77553
4256.77 3 0.253946 1.23468 1.8
4256.77 4 0.33483 2.06747 2.69676
4256.77 5 0.362996 1.41762 2.25
4256.77 6 0.232858 4.75442 1.8
4256.77 7 0.58064 0.891703 1.75
4256.77 8 0.280439 0.956154 2.23271
4256.77 9 0.56147 2.06747 1.87883
4256.77 10 0.598474 1.23468 1.47054
4256.77 11 0.31909 1.88582 1.4
4256.77 12 0.336912 1.27885 1.13137
4256.77 13 0.211632 0.956154 1.76918
4256.77 14 0.205684 1.41762 2.85
4256.77 15 0.282372 1.62955 2.15
4256.77 16 0.310829 2.56094 2.05
4256.77 17 0.579905 1.77853 1.30384
4256.77 18 0.0442369 0.891703 2.45
4256.77 19 0.566297 4.30256 1.00125
4256.77 20 0.335877 2.53799 1.80278
4257.79 0 0.6 0.752124 1.78885
4257.79 1 0.179116 1.37253 2.35053
4257.79 2 0.345187 1.25278 1.614
4257.79 3 0.262564 1.26894 2.0025
4257.79 4 0.342616 1.90339 2.70046
4257.79 5 0.24078 1.08484 2.3
4257.79 6 0.0958318 4.7103 1.7
4257.79 7 0.636199 1.08209 2.15
4257.79 8 0.252809 1.07451 2.14709
4257.79 9 0.634049 1.90339 2.27706
4257.79 10 0.480101 1.26894 1.65529
4257.79 11 0.471225 1.64796 1.71172
4257.79 12 0.340131 0.752124 1.34536
4257.79 13 0.341512 1.07451 2.05183
4257.79 14 0.307703 1.08484 2.98329
4257.79 15 0.227729 1.25278 2.35
4257.79 16 0.378766 3.02222 1.7
4257.79 17 0.451176 2.00452 1.1068
4257.79 18 0.159737 1.08209 2.4
4257.79 19 0.73242 4.09828 1.35
4257.79 20 0.525575 2.36787 2.18689
4258.81 0 0.6 0.73794 1.18533
4258.81 1 0.215419 1.26836 2.5807
4258.81 2 0.181266 1.07319 1.56285
4258.81 3 0.178408 1.2434 1.98116
4258.81 4 0.292191 2.00546 2.72121
4258.81 5 0.174715 0.9799 2.35
4258.81 6 0.305381 4.49634 1.65
4258.81 7 0.563875 1.42155 2.00062
4258.81 8 0.163565 1.21611 2.10772
4258.81 9 0.722763 2.00546 2.55
4258.81 10 0.297826 1.2434 1.94743
4258.81 11 0.614579 1.78007 2.20737
4258.81 12 0.517948 0.73794 1.75
4258.81 13 0.378794 1.21611 2.40416
4258.81 14 0.483594 0.9799 2.7933
4258.81 15 0.195581 1.07319 2.55
4258.81 16 0.335623 3.69373 1.35
4258.81 17 0.241625 1.47413 1.251
4258.81 18 0.376203 1.42155 2.15
4258.81 19 0.83828 4.00932 1.7
4258.81 20 0.564889 2.19352 2.6
4259.85 0 0 1.17604 1.14127
4259.85 1 0.152972 1.36684 2.72029
4259.85 2 0.136266 0.978633 1.40357
4259.85 3 0.30255 1.2562 1.73566
4259.85 4 0.0924667 1.76345 2.61964
4259.85 5 0.222155 1.10976 2.5
4259.85 6 0.493195 4.18597 1.55
4259.85 7 0.423704 1.76345 1.85
4259.85 8 0.206238 1.30684 2.02485
4259.85 9 0.542633 2.37851 1.85
4259.85 10 0.307649 1.23963 2.23607
4259.85 11 0.678669 1.82523 1.85607
4259.85 12 0.585654 1.17604 2.28254
4259.85 13 0.246649 1.23963 2.68701
4259.85 14 0.609245 1.10976 2.61008
4259.85 15 0.222788 0.978633 2.40832
4259.85 16 0.276047 3.65747 1.05
4259.85 17 0.380193 1.36465 1.50748
4259.85 18 0.453808 1.87188 1.7
4259.85 19 0.906544 4.10585 2
4259.85 20 0.497325 2.00551 2.25
4260.87 0 0.35 1.64624 1.09659
4260.87 1 0.218096 1.15966 2.80402
4260.87 2 0.122174 0.924625 1.30384
4260.87 3 0.195672 1.12226 1.49164
4260.87 4 0.271403 1.59827 2.54608
4260.87 5 0.308187 1.39465 2.75
4260.87 6 0.642583 3.83199 1.5
4260.87 7 0.301568 1.59827 1.9
4260.87 8 0.36619 1.3925 1.74642
4260.87 9 0.188208 2.47785 1.5
4260.87 10 0.295242 1.12226 2.3927
4260.87 11 0.691308 2.16763 1.80624
4260.87 12 0.572466 1.64624 2.23607
4260.87 13 0.100291 1.15966 2.82843
4260.87 14 0.607205 1.39465 2.55
4260.87 15 0.159665 0.924625 2.22036
4260.87 16 0.467419 3.52505 1.11018
4260.87 17 0.476773 1.6632 1.86815
4260.87 18 0.118514 2.26171 1.45
4260.87 19 0.786048 4.2854 1.35
4260.87 20 0.421563 1.85789 2.1
4261.87 0 0.6 1.86763 1.2
4261.87 1 0.149473 1.07942 2.75862
4261.87 2 0.225083 0.998572 1.27475
4261.87 3 0.118066 0.957079 1.42302
4261.87 4 0.460931 1.57218 2.53476
4261.87 5 0.460947 1.54529 3
4261.87 6 0.569798 3.26386 1.5
4261.87 7 0.320462 1.57218 2.15
4261.87 8 0.422886 1.47598 1.29711
4261.87 9 0.0763906 2.1687 1.45086
4261.87 10 0.360604 0.957079 2.32433
4261.87 11 0.641391 2.337 2.15058
4261.87 12 0.601082 1.86763 1.68077
4261.87 13 0.106824 1.07942 2.7933
4261.87 14 0.460176 1.6154 2.05
4261.87 15 0.177931 0.998572 2.27706
4261.87 16 0.649706 3.41729 1.52069
4261.87 17 0.495758 1.54529 2.28473
4261.87 18 0.183564 2.29563 1.45
4261.87 19 0.434802 4.33736 0.95
4261.87 20 0.36113 1.73476 2.2
4262.91 0 0.6 1.49283 1.75
4262.91 1 0.122914 1.13251 2.75772
4262.91 2 0.397968 1.24043 1.45774
4262.91 3 0.252552 1.05302 1.56924
4262.91 4 0.497728 1.62616 2.60432
4262.91 5 0.501152 1.13088 2.51048
4262.91 6 0.414313 2.53767 1.7
4262.91 7 0.384661 1.90471 2.55
4262.91 8 0.171417 1.42993 1.02956
4262.91 9 0.138722 1.62616 1.60078
4262.91 10 0.614666 1.05302 2.01308
4262.91 11 0.501284 2.72309 2.66693
4262.91 12 0.669903 1.49283 1.21655
4262.91 13 0.225006 1.13251 2.6163
4262.91 14 0.298756 1.77903 1.7
4262.91 15 0.432647 1.24043 2.55783
4262.91 16 0.700639 2.85073 2
4262.91 17 0.506518 1.13088 2.68328
4262.91 18 0.32105 2.01398 1.7
4262.91 19 0.595947 4.17298 1.25
4262.91 20 0.283658 1.45915 2.4
4263.91 0 0 1.26317 2.0025
4263.91 1 0.389587 1.28131 3.00708
4263.91 2 0.44585 1.71929 1.83576
4263.91 3 0.438238 1.3031 1.93132
4263.91 4 0.429319 1.19143 2.65047
4263.91 5 0.421076 1.30629 2.22036
4263.91 6 0.479661 1.98481 2.15
4263.91 7 0.0534808 1.77983 2.8
4263.91 8 0.475278 1.55678 1.18849
4263.91 9 0.117198 1.19143 1.7
4263.91 10 0.766858 1.4293 1.50083
4263.91 11 0.370956 2.93373 2.5
4263.91 12 0.602151 1.26317 1.16726
4263.91 13 0.289429 1.28131 2.36907
4263.91 14 0.26165 1.77285 1.55
4263.91 15 0.591964 1.71929 2.15
4263.91 16 0.659912 2.20092 2.54558
4263.91 17 0.441696 1.30629 2.91247
4263.91 18 0.377168 1.77983 1.9
4263.91 19 0.624439 3.88094 1.85
4263.91 20 0.444785 1.28503 2.70416
4264.92 0 0.4 1.12427 2.05973
4264.92 1 0.553073 1.6432 2.65
4264.92 2 0.10292 1.52719 2.067
4264.92 3 0.585883 1.16676 2.27706
4264.92 4 0.333616 0.980793 2.68794
4264.92 5 0.420303 1.4612 2.21416
4264.92 6 0.587106 1.94715 2.65
4264.92 7 0.253528 1.9281 2.7
4264.92 8 0.678427 1.81408 1.60312
4264.92 9 0.187775 0.980793 1.8
4264.92 10 0.502989 1.85566 1.31244
4264.92 11 0.321223 2.72259 2.4
4264.92 12 0.477932 1.12427 1.51822
4264.92 13 0.393509 1.16676 2.12132
4264.92 14 0.329991 1.64503 1.55
4264.92 15 0.393247 1.94715 1.75
4264.92 16 0.510247 1.64139 3
4264.92 17 0.324139 1.4612 2.97742
4264.92 18 0.398915 1.52719 2.05
4264.92 19 0.68552 3.57982 2.5
4264.92 20 0.525424 1.6432 2.29401
4265.94 0 0.6 1.08868 1.95
4265.94 1 0.620098 2.59145 2.1
4265.94 2 0.187118 1.25808 2.04083
4265.94 3 0.657024 1.36358 1.83371
4265.94 4 0.226516 0.963009 2.75
4265.94 5 0.503513 1.50341 2.4052
4265.94 6 0.671677 2.41812 2.82843
4265.94 7 0.459494 2.40081 2.3
4265.94 8 0.743375 2.20407 2.2
4265.94 9 0.286286 0.963009 1.9
4265.94 10 0.316368 2.27371 1.48408
4265.94 11 0.305339 2.2065 2.5
4265.94 12 0.170929 1.08868 1.74642
4265.94 13 0.520409 1.36358 1.87216
4265.94 14 0.341321 1.51995 1.7
4265.94 15 0.128063 2.19503 1.65
4265.94 16 0.332654 1.30647 2.70046
4265.94 17 0.229747 1.50341 2.7933
4265.94 18 0.447471 1.25808 2.2
4265.94 19 0.723973 3.25254 3.05
4265.94 20 0.670965 2.13599 1.81728
4266.95 0 0.6 1.45612 1.56924
4266.95 1 0.65343 3.05484 1.6
4266.95 2 0.274072 1.1232 1.83371
4266.95 3 0.444664 1.81215 1.66208
4266.95 4 0.149105 1.02621 2.75
4266.95 5 0.551505 1.47687 2.2
4266.95 6 0.679908 3.00898 2.86007
4266.95 7 0.563868 2.28319 1.75
4266.95 8 0.504522 1.88264 2.65
4266.95 9 0.399203 1.02621 2.15
4266.95 10 0.348304 2.37559 1.76139
4266.95 11 0.302075 1.9772 2.7
4266.95 12 0.28182 1.45612 1.89737
4266.95 13 0.590566 1.81215 1.86682
4266.95 14 0.261847 1.40203 1.9
4266.95 15 0.137808 1.87216 1.75
4266.95 16 0.190637 1.15793 2.45
4266.95 17 0.0636805 1.40203 2.65189
4266.95 18 0.498239 1.1232 2.4
4266.95 19 0.680719 3.00042 2.6
4266.95 20 0.792073 2.04476 1.57003
4267.97 0 0.6 1.99542 1.30863
4267.97 1 0.590005 3.1771 1.25
4267.97 2 0.144437 0.939518 1.68077
4267.97 3 0.12814 2.04126 1.66508
4267.97 4 0.137873 1.06551 2.65
4267.97 5 0.561265 1.49097 1.65
4267.97 6 0.597087 3.56648 2.30489
4267.97 7 0.427763 2.23572 1.3
4267.97 8 0.265082 1.63977 2.5
4267.97 9 0.491533 1.15258 2.55
4267.97 10 0.449998 1.71352 2.15232
4267.97 11 0.361541 1.96106 3.05
4267.97 12 0.466533 1.96106 1.91638
4267.97 13 0.6067 1.71352 2.15523
4267.97 14 0.179436 1.25632 2.1
4267.97 15 0.17339 1.49664 1.9
4267.97 16 0.111498 1.06551 2.3
4267.97 17 0.121995 1.25632 2.6163
4267.97 18 0.512672 0.939518 2.5224
4267.97 19 0.513314 2.77096 2.1
4267.97 20 0.8706 2.53535 1.47054
4269 0 0 1.85534 1.23491
4269 1 0.459301 2.81652 1.3
4269 2 0.131463 0.818689 1.58902
4269 3 0.153916 1.92701 1.73566
4269 4 0.408393 1.06078 2.35
4269 5 0.48033 1.5294 1.2
4269 6 0.551029 4.08502 1.90919
4269 7 0.371272 2.41959 1.15
4269 8 0.0646201 1.36169 2.45
4269 9 0.538842 1.35867 2.3
4269 10 0.538468 1.47461 2.34787
4269 11 0.508832 1.85534 2.92062
4269 12 0.577073 2.05663 2
4269 13 0.49951 1.47461 1.75285
4269 14 0.256861 1.14401 2.3
4269 15 0.240195 1.2423 2.05
4269 16 0.153035 1.06078 2.3
4269 17 0.291835 1.14401 2.72809
4269 18 0.552173 0.818689 2.1095
4269 19 0.354243 2.49566 1.65
4269 20 0.905299 2.49566 1.65076
4270.03 0 0 1.63105 1.23491
4270.03 1 0.330972 2.43943 1.6
4270.03 2 0.33421 0.980441 1.76777
4270.03 3 0.352882 1.63134 1.87417
4270.03 4 0.597575 1.37363 1.85
4270.03 5 0.439222 1.61759 1.1
4270.03 6 0.542228 4.10136 1.81177
4270.03 7 0.508972 2.12968 1.4
4270.03 8 0.328203 1.2292 2.65
4270.03 9 0.532631 1.9382 1.8
4270.03 10 0.647978 1.90174 1.70074
4270.03 11 0.655643 1.63105 2.50599
4270.03 12 0.647877 2.10914 2.03961
4270.03 13 0.416252 1.63134 1.30384
4270.03 14 0.37494 1.09905 2.65
4270.03 15 0.193844 1.36834 2.15
4270.03 16 0.34572 1.37363 2.6
4270.03 17 0.564356 1.09905 2.9
4270.03 18 0.513578 0.980441 1.65
4270.03 19 0.316055 2.19482 1.45
4270.03 20 0.891851 2.19482 2.24611
4271.06 0 0.4 1.7168 1.37295
4271.06 1 0.301193 2.30017 1.9
4271.06 2 0.486182 1.44528 2.19545
4271.06 3 0.509137 1.35573 2.12191
4271.06 4 0.584917 1.92456 1.25
4271.06 5 0.589347 1.70398 1.35
4271.06 6 0.546713 4.43243 2.18289
4271.06 7 0.608407 1.92456 1.9
4271.06 8 0.533947 1.79324 2.39008
4271.06 9 0.442086 1.75625 1.49164
4271.06 10 0.642521 1.98143 1.07935
4271.06 11 0.763304 1.7168 2.19829
4271.06 12 0.679898 1.98143 2.0573
4271.06 13 0.358864 1.35573 1.05948
4271.06 14 0.452721 1.48789 2.72809
4271.06 15 0.250903 1.76206 2.05
4271.06 16 0.397853 1.75625 2.95042
4271.06 17 0.74086 1.48789 2.25
4271.06 18 0.319545 1.44528 1.2
4271.06 19 0.4169 2.00318 1.5
4271.06 20 0.717251 2.00318 2.45
4272.1 0 0.6 1.99785 1.80347
4272.1 1 0.347845 2.3866 2.15
4272.1 2 0.597336 1.76935 2.7
4272.1 3 0.519763 1.14043 2.37065
4272.1 4 0.361858 2.44816 0.85
4272.1 5 0.67516 1.94474 1.6
4272.1 6 0.532058 4.91034 2.6
4272.1 7 0.665705 2.21833 2.55049
4272.1 8 0.557162 1.57832 1.78466
4272.1 9 0.30655 1.29755 1.41156
4272.1 10 0.564941 1.94703 0.9
4272.1 11 0.687681 1.99159 2.2
4272.1 12 0.737706 1.99159 2.08626
4272.1 13 0.562281 1.14043 1.253
4272.1 14 0.535112 1.57832 2.51247
4272.1 15 0.435663 1.76935 1.7
4272.1 16 0.296446 1.29755 2.62393
4272.1 17 0.829065 2.10363 1.5
4272.1 18 0.283824 1.84145 1.10114
4272.1 19 0.501883 2.04943 1.85068
4272.1 20 0.455955 2.04943 1.85
4273.11 0 0.6 1.97499 1.97231
4273.11 1 0.327501 2.15594 2.45
4273.11 2 0.653471 1.64833 2.05
4273.11 3 0.311213 1.02875 2.2655
4273.11 4 0.723804 2.15173 1.15
4273.11 5 0.666997 1.76787 1.8
4273.11 6 0.478274 4.71576 2.15
4273.11 7 0.697977 2.03855 2.23215
4273.11 8 0.351498 1.71106 1.5
4273.11 9 0.163155 1.10824 1.36473
4273.11 10 0.595049 1.02875 1.21758
4273.11 11 0.338644 1.97499 2.12897
4273.11 12 0.607892 2.14692 2.12191
4273.11 13 0.553098 1.19911 1.68003
4273.11 14 0.275519 1.71106 2.52389
4273.11 15 0.269807 1.64833 1.3
4273.11 16 0.270173 1.10824 2.48244
4273.11 17 0.676162 1.76787 0.85
4273.11 18 0.518835 1.96997 1.40801
4273.11 19 0.564473 2.1737 2.35
4273.11 20 0.275304 2.1737 1.55
4274.12 0 0.6 1.64946 2.136
4274.12 1 0.192355 1.88182 2.7
4274.12 2 0.527738 1.31474 1.45
4274.12 3 0.241668 0.571068 2.04022
4274.12 4 0.858832 1.75251 1.7
4274.12 5 0.660397 0.971108 1.9
4274.12 6 0.400769 4.43802 1.9
4274.12 7 0.437737 1.71925 1.72409
4274.12 8 0.200901 1.88182 1.5
4274.12 9 0.130141 1.22916 1.4151
4274.12 10 0.578427 0.571068 1.7
4274.12 11 0.130366 1.64946 2.1225
4274.12 12 0.316434 1.91735 2.14767
4274.12 13 0.395996 1.53161 2.1225
4274.12 14 0.17219 1.99314 2.69258
4274.12 15 0.129765 1.31474 1.25
4274.12 16 0.505164 1.22916 2.58118
4274.12 17 0.918003 0.971108 1
4274.12 18 0.561164 1.71925 1.83576
4274.12 19 0.6168 2.23007 2.85
4274.12 20 0.299524 2.23007 1.6
4275.13 0 0.6 1.2119 2.03039
4275.13 1 0.22922 1.8035 2.75
4275.13 2 0.216588 1.11593 1.1
4275.13 3 0.373034 0.752298 1.73925
4275.13 4 0.714028 2.19684 2.20057
4275.13 5 0.700931 1.39027 1.4
4275.13 6 0.351623 4.17802 1.95
4275.13 7 0.222716 1.52701 1.40801
4275.13 8 0.318072 1.8035 1.75071
4275.13 9 0.327406 1.49258 1.63248
4275.13 10 0.510288 0.752298 2.22092
4275.13 11 0.126088 1.2119 2.15058
4275.13 12 0.121813 1.68891 2.11896
4275.13 13 0.311294 1.32186 2.40416
4275.13 14 0.318274 1.92491 2.87141
4275.13 15 0.388787 1.11593 1.45
4275.13 16 0.680589 1.49258 2.60048
4275.13 17 0.79561 1.39027 1.2
4275.13 18 0.582126 1.52701 2.18002
4275.13 19 0.623629 2.13063 3.05
4275.13 20 0.420104 2.13063 1.85068
4276.15 0 0.6 0.918413 1.7
4276.15 1 0.322041 1.61247 2.7
4276.15 2 0.229359 1.0757 1.15
4276.15 3 0.496919 1.37859 1.34164
4276.15 4 0.495364 2.50432 2.65
4276.15 5 0.652581 1.92666 1.15
4276.15 6 0.355517 4.14934 2.2
4276.15 7 0.220422 1.60685 1.31244
4276.15 8 0.458707 1.76419 2.06519
4276.15 9 0.504366 1.61917 1.95
4276.15 10 0.53906 1.10096 2.45967
4276.15 11 0.239739 0.918413 2.24611
4276.15 12 0.251691 1.79139 1.91377
4276.15 13 0.242973 1.10096 2.58699
4276.15 14 0.439928 1.92666 3.05
4276.15 15 0.58216 1.0757 1.9
4276.15 16 0.623907 1.74575 2
4276.15 17 0.614475 2.25603 1.1
4276.15 18 0.569957 1.60685 2.47588
4276.15 19 0.552402 1.84108 2.45204
4276.15 20 0.485882 1.84108 2.3
4277.17 0 0.4 1.14324 1.39463
4277.17 1 0.343732 1.31382 2.7
4277.17 2 0.388276 1.05464 1.45
4277.17 3 0.5675 2.04535 1.13137
4277.17 4 0.406327 2.37903 3.022
4277.17 5 0.587473 2.11862 1.25
4277.17 6 0.504934 4.33112 2.6
4277.17 7 0.338539 1.46754 1.45774
4277.17 8 0.573718 1.67607 2.5224
4277.17 9 0.259735 1.46754 2.32433
4277.17 10 0.591958 1.05983 2
4277.17 11 0.360011 1.14324 1.95256
4277.17 12 0.347482 1.97515 1.61555
4277.17 13 0.22129 1.05983 2.68002
4277.17 14 0.365725 1.51655 2.8
4277.17 15 0.662391 1.05464 2.45
4277.17 16 0.301382 1.86265 1.60078
4277.17 17 0.564023 1.51655 1.3
4277.17 18 0.515654 1.60452 2.62393
4277.17 19 0.414896 1.60173 1.98116
4277.17 20 0.192458 1.60173 2.6
4278.19 0 0.6 1.37171 1.56525
4278.19 1 0.33929 1.12003 2.8
4278.19 2 0.367641 1.07808 1.8
4278.19 3 0.654217 1.83016 1.26194
4278.19 4 0.43194 2.04336 2.89914
4278.19 5 0.414184 2.24841 1.65
4278.19 6 0.644786 4.40175 3.07612
4278.19 7 0.443923 1.327 1.75
4278.19 8 0.39191 1.69837 2.45
4278.19 9 0.252819 1.327 2.46982
4278.19 10 0.652941 1.07966 1.70294
4278.19 11 0.502342 1.52839 1.75071
4278.19 12 0.313969 1.37171 1.29711
4278.19 13 0.193532 1.07966 2.71892
4278.19 14 0.266918 0.997976 2.5
4278.19 15 0.52997 1.07808 2.57148
4278.19 16 0.109868 1.97611 1.40089
4278.19 17 0.463487 0.997976 1.5
4278.19 18 0.402849 1.43456 2.66552
4278.19 19 0.290655 1.5178 1.81177
4278.19 20 0.255433 1.5178 2.65047
4279.21 0 0.6 1.40321 2.15232
4279.21 1 0.505295 1.09116 3.2
4279.21 2 0.332924 1.05271 2.15
4279.21 3 0.736836 1.57199 1.73925
4279.21 4 0.493802 1.52514 2.87446
4279.21 5 0.328158 2.22552 2
4279.21 6 0.694241 4.08372 2.80402
4279.21 7 0.591773 1.22748 2.20511
4279.21 8 0.353146 1.57199 2.1
4279.21 9 0.346135 1.22748 2.54951
4279.21 10 0.671121 1.11188 1.66208
4279.21 11 0.6337 2.02835 1.66883
4279.21 12 0.335298 1.40321 1.18004
4279.21 13 0.10077 1.09116 2.68561
4279.21 14 0.291868 0.830321 2.2
4279.21 15 0.397141 1.05271 2.63486
4279.21 16 0.148046 1.79416 1.4
4279.21 17 0.378545 0.830321 1.7
4279.21 18 0.304887 1.27031 2.499
4279.21 19 0.260748 1.51413 1.8868
4279.21 20 0.484536 1.51413 2.45
4280.24 0 0.6 1.42559 2.73222
4280.24 1 0.451013 1.18145 2.74089
4280.24 2 0.274063 0.999918 2.45
4280.24 3 0.774176 1.31143 2.3585
4280.24 4 0.565383 1.08053 2.44131
4280.24 5 0.355625 2.1603 2.15
4280.24 6 0.655402 3.67864 2.12132
4280.24 7 0.396588 1.31112 2.64764
4280.24 8 0.345139 1.31143 1.75
4280.24 9 0.379802 1.08053 2.59326
