Time Agent Velocity distanceToNearestPerson distanceToNearestObstacle
1182.24 19 0.318056 0.932156 1.41421
1182.24 20 0.495692 1.15919 1.32004
1183.27 0 0 1.51636 1.55
1183.27 1 0.51976 1.96217 1.2
1183.27 2 0.593792 3.0472 2.43772
1183.27 3 0.519222 2.45462 1.38293
1183.27 4 0.578986 1.96217 2.36326
1183.27 5 0.42172 0.930873 2.12132
1183.27 6 0.580458 2.37551 2.05973
1183.27 7 0.0821052 0.930873 2.23607
1183.27 8 0.399213 0.955911 1.91638
1183.27 9 0.192376 0.955911 1.85
1183.27 10 0.552568 3.0472 2.09344
1183.27 11 0.352216 1.57811 2.12603
1183.27 12 0.4471 0.851828 1.19269
1183.27 13 0.196664 2.28621 1.80278
1183.27 14 0.430999 1.86359 1.52069
1183.27 15 0.645212 1.65046 2.71017
1183.27 16 0.512667 1.51636 1.65
1183.27 17 0.393671 1.05462 1.36473
1183.27 18 0.274869 3.05672 1.91638
1183.27 19 0.54524 0.851828 1.87417
1183.27 20 0.297519 1.05462 0.901388
1184.29 0 0.55 1.42501 1.45
1184.29 1 0.557765 1.74926 1.55
1184.29 2 0.68737 4.17291 2.6
1184.29 3 0.427422 1.83019 1.69706
1184.29 4 0.488631 1.74926 2.43516
1184.29 5 0.447965 1.01624 1.67705
1184.29 6 0.632262 2.93954 1.43178
1184.29 7 0.266757 1.01624 2.11483
1184.29 8 0.344647 1.07217 1.6568
1184.29 9 0.123916 1.07217 1.8
1184.29 10 0.608427 3.83999 2.43977
1184.29 11 0.499803 1.44262 2.19317
1184.29 12 0.535845 0.915391 1.55563
1184.29 13 0.296299 1.94008 1.78885
1184.29 14 0.400923 2.13151 1.91377
1184.29 15 0.756311 1.7159 2.65047
1184.29 16 0.654037 1.42501 2.25
1184.29 17 0.606415 1.26315 1.25399
1184.29 18 0.263723 2.92278 2.03039
1184.29 19 0.607234 0.915391 2.43977
1184.29 20 0.475061 1.26315 1.15434
1185.33 0 0.6 1.49414 1.6
1185.33 1 0.560694 1.59748 2.05
1185.33 2 0.72793 5.45216 2.2
1185.33 3 0.240544 1.44784 1.96023
1185.33 4 0.421145 1.59748 2.30326
1185.33 5 0.41315 1.24391 1.25399
1185.33 6 0.584153 2.94707 1.07355
1185.33 7 0.450125 1.24391 1.95
1185.33 8 0.226334 1.04164 1.50083
1185.33 9 0.113765 1.04164 1.90066
1185.33 10 0.605559 3.29022 2.83064
1185.33 11 0.561878 1.28812 2.58118
1185.33 12 0.59152 1.27604 1.96023
1185.33 13 0.421892 1.4417 2.01556
1185.33 14 0.263461 2.23515 2.20511
1185.33 15 0.743731 1.99588 2.15058
1185.33 16 0.787694 1.4417 3
1185.33 17 0.359459 1.97299 1.30863
1185.33 18 0.43495 2.68658 2.37592
1185.33 19 0.565928 1.27604 2.95169
1185.33 20 0.496883 1.28812 1.66208
1186.36 0 0.6 1.63657 2.05
1186.36 1 0.576419 1.43006 2.6
1186.36 2 0.540385 6.42906 2
1186.36 3 0.0916832 1.24669 2.05244
1186.36 4 0.370282 1.43006 2.08087
1186.36 5 0.414562 1.70025 1.1
1186.36 6 0.563615 2.7462 1.27279
1186.36 7 0.599312 1.70025 1.72627
1186.36 8 0.14973 0.980311 1.46373
1186.36 9 0.198614 0.980311 2.05
1186.36 10 0.501851 3.05813 2.65189
1186.36 11 0.396183 1.09414 2.8
1186.36 12 0.637172 1.80029 2.5387
1186.36 13 0.548361 1.63657 2.45204
1186.36 14 0.272889 1.91901 2.43002
1186.36 15 0.538899 1.73995 1.8
1186.36 16 0.841216 1.69607 2.37539
1186.36 17 0.102275 2.46933 1.45
1186.36 18 0.597516 2.55026 2.35
1186.36 19 0.575161 1.80029 2.4052
1186.36 20 0.344311 1.09414 2.08806
1187.37 0 0.5 2.07113 2.5
1187.37 1 0.533309 1.21823 2.46678
1187.37 2 0.407476 7.01415 2.1
1187.37 3 0.102842 1.09476 1.99812
1187.37 4 0.473881 1.21823 1.69189
1187.37 5 0.523526 2.3364 1.42302
1187.37 6 0.269126 2.51775 1.61012
1187.37 7 0.686835 2.3364 1.63248
1187.37 8 0.116884 0.947613 1.38293
1187.37 9 0.283635 0.947613 2.2
1187.37 10 0.352954 3.26614 2.82002
1187.37 11 0.253329 0.940611 2.5
1187.37 12 0.678832 2.4339 2.51645
1187.37 13 0.678002 2.07113 2.3
1187.37 14 0.326807 1.65376 2.58312
1187.37 15 0.294913 1.53641 1.55081
1187.37 16 0.769606 2.19712 1.90066
1187.37 17 0.214307 2.62672 1.48492
1187.37 18 0.706864 2.77876 1.8
1187.37 19 0.633743 1.86898 1.83848
1187.37 20 0.220864 0.940611 2.37171
1188.38 0 0 2.60435 2.55
1188.38 1 0.324056 1.29204 2.45967
1188.38 2 0.393744 7.14532 1.95
1188.38 3 0.156551 0.956983 1.94743
1188.38 4 0.417395 1.29204 1.22066
1188.38 5 0.227389 2.27834 1.73925
1188.38 6 0.133155 2.56281 1.75
1188.38 7 0.688961 2.19505 1.76777
1188.38 8 0.109964 0.944943 1.29808
1188.38 9 0.330584 0.944943 2.00998
1188.38 10 0.281407 3.84223 2.85
1188.38 11 0.125179 0.962735 2.35
1188.38 12 0.688603 2.27834 2.54018
1188.38 13 0.77024 2.60435 1.65
1188.38 14 0.348852 1.41878 2.68701
1188.38 15 0.063899 1.34398 1.45
1188.38 16 0.512229 2.19505 1.82483
1188.38 17 0.38524 2.42007 1.55322
1188.38 18 0.532491 3.47335 1.25
1188.38 19 0.654039 1.7982 1.21037
1188.38 20 0.218577 0.962735 2.35637
1189.41 0 0.2 3.00646 2.55
1189.41 1 0.117479 1.51656 2.53032
1189.41 2 0.467666 6.87942 1.9
1189.41 3 0.193498 0.844167 1.81177
1189.41 4 0.333678 1.51656 1.02956
1189.41 5 0.220038 1.92316 1.86682
1189.41 6 0.301751 2.37583 1.73277
1189.41 7 0.495986 1.63425 2.08387
1189.41 8 0.0937808 0.844167 1.20208
1189.41 9 0.318079 0.953967 1.74642
1189.41 10 0.332886 4.31327 2.75
1189.41 11 0.248622 1.15932 2.45
1189.41 12 0.62285 1.92316 2.28965
1189.41 13 0.420128 3.06979 1.1
1189.41 14 0.331988 1.22899 2.84253
1189.41 15 0.145815 1.29909 1.45
1189.41 16 0.310733 1.63425 2.05061
1189.41 17 0.442624 1.88771 1.61555
1189.41 18 0.0474019 3.44917 1.05
1189.41 19 0.533256 1.92234 0.838153
1189.41 20 0.431366 1.15932 2.02485
1190.43 0 0.6 2.8198 2.65
1190.43 1 0.271365 1.45681 2.70601
1190.43 2 0.557178 6.32593 2.1
1190.43 3 0.214808 0.756646 1.77341
1190.43 4 0.588578 1.45681 1.29808
1190.43 5 0.387015 1.78403 1.83371
1190.43 6 0.479496 2.32965 1.62788
1190.43 7 0.201825 1.46995 2.21416
1190.43 8 0.0780497 0.756646 1.09202
1190.43 9 0.274598 0.975316 1.54029
1190.43 10 0.463159 4.5387 2.85
1190.43 11 0.403757 1.32623 2.75
1190.43 12 0.483086 1.78403 1.78045
1190.43 13 0.161454 2.8198 0.95
1190.43 14 0.337888 1.13903 2.64008
1190.43 15 0.306089 1.42816 1.65
1190.43 16 0.520799 1.46995 2.5
1190.43 17 0.412464 1.44152 1.74642
1190.43 18 0.389734 3.36642 1.25
1190.43 19 0.682632 1.86179 1.25
1190.43 20 0.520338 1.32623 1.52315
1191.43 0 0 2.03568 2.4
1191.43 1 0.398463 1.29694 2.75
1191.43 2 0.603385 5.4887 2.5
1191.43 3 0.238705 0.699841 1.75855
1191.43 4 0.667642 1.29694 1.86078
1191.43 5 0.549618 1.75388 1.75
1191.43 6 0.615694 2.76861 1.45344
1191.43 7 0.243172 1.61495 2.10238
1191.43 8 0.0234179 0.699841 1.07935
1191.43 9 0.181649 1.01632 1.37568
1191.43 10 0.58995 4.37897 3.00708
1191.43 11 0.508814 1.29958 2.4052
1191.43 12 0.362605 1.75388 1.62635
1191.43 13 0.406221 2.03568 1.2
1191.43 14 0.348974 1.16972 2.34307
1191.43 15 0.425392 1.58785 1.9
1191.43 16 0.400538 1.61495 2.05
1191.43 17 0.422587 1.25849 1.95064
1191.43 18 0.56151 3.43564 1.65
1191.43 19 0.564451 1.29607 1.60078
1191.43 20 0.339602 1.25849 1.1068
1192.47 0 0 1.60265 2.4
1192.47 1 0.435986 1.1332 2.35
1192.47 2 0.528948 4.50887 2.61008
1192.47 3 0.300414 0.701744 1.84391
1192.47 4 0.672828 1.1332 2.55049
1192.47 5 0.663312 2.03433 1.614
1192.47 6 0.728568 3.40854 1.45086
1192.47 7 0.415271 2.06663 1.76706
1192.47 8 0.13719 0.701744 1.12805
1192.47 9 0.074666 1.06051 1.32004
1192.47 10 0.666398 4.18481 2.33452
1192.47 11 0.48607 1.0391 1.92354
1192.47 12 0.383081 2.03433 1.77341
1192.47 13 0.457265 1.60265 1.6
1192.47 14 0.30876 1.34679 2.01556
1192.47 15 0.542311 1.19217 2.25
1192.47 16 0.287241 2.06663 1.8
1192.47 17 0.577715 1.0391 2.15523
1192.47 18 0.664955 3.85149 2.05
1192.47 19 0.325341 1.0992 1.90066
1192.47 20 0.347209 1.05906 1.03078
1193.49 0 0.4 1.18761 2.5
1193.49 1 0.37474 1.00237 1.95
1193.49 2 0.484771 3.7976 2.26274
1193.49 3 0.34199 0.742654 2.05973
1193.49 4 0.599123 1.00237 2.2
1193.49 5 0.672954 2.77986 1.55322
1193.49 6 0.448085 3.04054 1.52069
1193.49 7 0.42257 2.59829 1.34164
1193.49 8 0.252092 0.742654 1.33417
1193.49 9 0.0257131 1.11279 1.27475
1193.49 10 0.340793 3.7976 1.87417
1193.49 11 0.318681 1.00611 1.56924
1193.49 12 0.428515 2.77986 2.15058
1193.49 13 0.325787 1.18761 1.95
1193.49 14 0.240956 1.24955 1.73277
1193.49 15 0.337475 1.64128 2.6
1193.49 16 0.365776 2.59829 1.75
1193.49 17 0.66212 1.18331 2.51446
1193.49 18 0.707146 4.33578 2.45
1193.49 19 0.152711 1.18576 2.07966
1193.49 20 0.515288 1.00611 1.40089
1194.51 0 0.55 1.16374 2.59422
1194.51 1 0.234164 0.928454 1.65
1194.51 2 0.476751 3.52197 2.2102
1194.51 3 0.339812 0.791983 2.15
1194.51 4 0.47332 0.928454 1.65
1194.51 5 0.685506 2.78773 1.9799
1194.51 6 0.205015 3.09389 1.50416
1194.51 7 0.364784 2.78773 1.22066
1194.51 8 0.360522 0.791983 1.63783
1194.51 9 0.115969 1.1769 1.3
1194.51 10 0.173445 3.52197 1.76777
1194.51 11 0.168932 1.20217 1.32098
1194.51 12 0.361929 3.02813 2.55196
1194.51 13 0.31589 1.16374 2
1194.51 14 0.195789 1.19624 1.52069
1194.51 15 0.148322 1.39232 2.65
1194.51 16 0.480819 2.70643 1.95
1194.51 17 0.808554 1.58702 2.7
1194.51 18 0.514096 3.79053 2.31355
1194.51 19 0.0596522 1.36717 2.1272
1194.51 20 0.489045 1.20217 1.95064
1195.53 0 0.6 1.6775 2.12191
1195.53 1 0.146747 0.913865 1.55
1195.53 2 0.468615 3.69199 2.50599
1195.53 3 0.306598 0.820795 1.9
1195.53 4 0.310406 0.913865 1.25
1195.53 5 0.697726 2.43309 2.57002
1195.53 6 0.208122 3.33759 1.36565
1195.53 7 0.540101 2.43309 1.48492
1195.53 8 0.467758 0.820795 2.08866
1195.53 9 0.209083 1.25647 1.34629
1195.53 10 0.294438 3.35798 1.87683
1195.53 11 0.247925 1.25307 1.34164
1195.53 12 0.325473 2.44432 2.52389
1195.53 13 0.497473 1.6775 1.9
1195.53 14 0.18511 1.3383 1.38293
1195.53 15 0.19815 1.55543 2.55
1195.53 16 0.549565 1.95382 2.2
1195.53 17 0.701121 1.94169 2.3
1195.53 18 0.267575 3.35798 1.98116
1195.53 19 0.0522681 1.13045 2.15232
1195.53 20 0.496013 1.25307 2.32648
1196.54 0 0 1.50631 2.01122
1196.54 1 0.305569 0.917263 1.65
1196.54 2 0.432789 4.18767 2.75
1196.54 3 0.249327 0.875677 1.76777
1196.54 4 0.0589321 0.917263 1.05
1196.54 5 0.684519 2.00163 2.45
1196.54 6 0.287222 3.88008 1.1068
1196.54 7 0.657776 2.00163 2.04022
1196.54 8 0.334358 0.875677 2.00998
1196.54 9 0.284032 1.26916 1.49164
1196.54 10 0.463425 3.06725 2.27266
1196.54 11 0.376479 1.2716 1.43962
1196.54 12 0.469686 2.00881 2.136
1196.54 13 0.455089 1.90442 1.75
1196.54 14 0.188472 1.46216 1.34629
1196.54 15 0.396186 1.83407 2.25056
1196.54 16 0.562521 1.50631 2.6
1196.54 17 0.443656 1.95116 1.85
1196.54 18 0.258415 3.06725 1.81108
1196.54 19 0.0497487 1.04722 2.22092
1196.54 20 0.502661 1.2716 2.67255
1197.56 0 0.15 1.14118 2.01122
1197.56 1 0.512895 0.894996 1.95
1197.56 2 0.372388 4.85764 2.5
1197.56 3 0.282387 1.01113 1.86815
1197.56 4 0.19314 0.894996 1.15
1197.56 5 0.615951 1.86054 2.05
1197.56 6 0.365749 3.97657 1.00125
1197.56 7 0.410549 1.86054 2.58118
1197.56 8 0.255943 1.01113 1.70294
1197.56 9 0.320482 1.14863 1.65303
1197.56 10 0.612348 2.91866 2.80402
1197.56 11 0.52859 1.63476 1.50083
1197.56 12 0.633337 1.92822 1.7
1197.56 13 0.383165 1.67996 1.8
1197.56 14 0.135924 1.14863 1.38654
1197.56 15 0.571829 2.12514 1.9
1197.56 16 0.532692 1.14118 2.93641
1197.56 17 0.2529 1.82193 1.50083
1197.56 18 0.411007 2.91866 1.75
1197.56 19 0.0502224 1.16888 2.26385
1197.56 20 0.489408 1.63476 2.84297
1198.6 0 0.6 0.978098 2.1691
1198.6 1 0.55169 0.98548 2.3
1198.6 2 0.30709 5.52044 2.5
1198.6 3 0.353388 1.09509 2.136
1198.6 4 0.420967 0.98548 1.35
1198.6 5 0.511381 2.14108 1.9
1198.6 6 0.510077 3.86101 1.20104
1198.6 7 0.186419 2.14108 2.4965
1198.6 8 0.310633 1.00701 1.5
1198.6 9 0.384544 1.00701 1.95
1198.6 10 0.411356 2.97314 2.864
1198.6 11 0.641742 2.37215 1.62788
1198.6 12 0.616197 2.25397 1.35831
1198.6 13 0.346025 1.24688 1.95
1198.6 14 0.159433 1.04764 1.43178
1198.6 15 0.677959 2.38639 1.45
1198.6 16 0.400247 0.978098 2.83637
1198.6 17 0.187483 1.86776 1.35
1198.6 18 0.569074 2.97314 1.94165
1198.6 19 0.0520523 1.3945 2.30705
1198.6 20 0.528278 1.86776 2.83019
1199.61 0 0.6 0.774004 2.7
1199.61 1 0.424048 1.34654 2.4
1199.61 2 0.0920688 5.897 2.5
1199.61 3 0.42465 1.29888 2.33077
1199.61 4 0.591835 1.34654 1.75071
1199.61 5 0.420961 2.37325 2.05
1199.61 6 0.475038 3.06105 1.42302
1199.61 7 0.147837 1.67947 2.33238
1199.61 8 0.410014 0.843895 1.3
1199.61 9 0.488017 0.843895 2.1
1199.61 10 0.145462 3.31847 2.79866
1199.61 11 0.616003 3.06105 1.92419
1199.61 12 0.523495 1.67947 1.45344
1199.61 13 0.354395 1.31166 2.2
1199.61 14 0.245951 1.0967 1.51822
1199.61 15 0.673502 1.8321 1
1199.61 16 0.234778 0.774004 2.65047
1199.61 17 0.383328 1.8321 1.5
1199.61 18 0.702133 3.31847 2.4052
1199.61 19 0.0483009 1.28684 2.35053
1199.61 20 0.53408 2.07616 2.58312
1200.65 0 0.6 1.0177 2.15
1200.65 1 0.383179 1.98115 2.2
1200.65 2 0.263576 5.93136 2.35
1200.65 3 0.506337 1.62052 1.87883
1200.65 4 0.644963 1.98115 2.2
1200.65 5 0.364974 2.4466 2.35
1200.65 6 0.474775 2.57228 1.59531
1200.65 7 0.170451 1.20247 2.21472
1200.65 8 0.486563 0.925919 1.37568
1200.65 9 0.462001 0.925919 1.55081
1200.65 10 0.218746 3.9256 2.65377
1200.65 11 0.565851 2.57228 2.41868
1200.65 12 0.366804 1.20247 1.69189
1200.65 13 0.393384 1.30616 2.55
1200.65 14 0.278886 1.18124 1.71026
1200.65 15 0.691773 1.20221 1
1200.65 16 0.139852 1.0177 2.4965
1200.65 17 0.494758 1.20221 1.90066
1200.65 18 0.639397 2.95959 2.6
1200.65 19 0.0645031 1.18124 2.37065
1200.65 20 0.453077 2.19787 2.22991
1201.65 0 0.35 1.00261 2.1
1201.65 1 0.394045 2.44456 1.8
1201.65 2 0.287378 5.71209 2.15
1201.65 3 0.547025 1.61884 1.36473
1201.65 4 0.391544 2.33502 2.65
1201.65 5 0.334572 2.16619 2.68328
1201.65 6 0.541333 2.54325 1.69706
1201.65 7 0.212122 0.970232 2.0573
1201.65 8 0.545104 1.38789 1.78885
1201.65 9 0.144618 1.34693 1.251
1201.65 10 0.406686 4.61653 2.51048
1201.65 11 0.570972 2.54325 2.95
1201.65 12 0.223629 0.970232 1.92419
1201.65 13 0.425283 1.2803 2.75
1201.65 14 0.200281 1.05016 1.94165
1201.65 15 0.796414 0.97041 1.4
1201.65 16 0.177737 1.00261 2.53032
1201.65 17 0.474118 0.97041 2.35
1201.65 18 0.421672 2.33502 2.45
1201.65 19 0.0648792 1.05016 2.3927
1201.65 20 0.35174 2.05437 1.88215
1202.65 0 0.6 1.02283 2.15
1202.65 1 0.39752 2.5596 1.45
1202.65 2 0.235246 5.41285 2.15
1202.65 3 0.346762 1.76872 0.894427
1202.65 4 0.303173 2.10812 2.68561
1202.65 5 0.307822 1.81809 2.53032
1202.65 6 0.551213 2.57398 1.68077
1202.65 7 0.252325 0.887042 1.83848
1202.65 8 0.574661 1.74538 2.35053
1202.65 9 0.245925 1.21766 1.25
1202.65 10 0.567425 5.24695 2.42745
1202.65 11 0.600026 2.91417 2.35
1202.65 12 0.179362 0.887042 2.10238
1202.65 13 0.472161 1.33672 2.9
1202.65 14 0.133385 0.925954 2.08866
1202.65 15 0.788833 0.996928 1.9
1202.65 16 0.270292 1.02283 2.63865
1202.65 17 0.4512 0.996928 2.8
1202.65 18 0.227302 2.10812 2.5
1202.65 19 0.0906893 0.925954 2.43772
1202.65 20 0.314014 1.78543 1.59138
1203.69 0 0.6 1.12585 2.65
1203.69 1 0.465021 2.43365 1.251
1203.69 2 0.37275 5.06993 2.4
1203.69 3 0.465252 1.57552 0.934077
1203.69 4 0.26666 1.98675 2.37697
1203.69 5 0.332064 1.59857 2.5
1203.69 6 0.364825 1.98675 1.69189
1203.69 7 0.296043 0.852668 1.65529
1203.69 8 0.611089 1.57552 2.41299
1203.69 9 0.438626 1.13913 1.45
1203.69 10 0.559507 4.87603 2.3927
1203.69 11 0.603262 3.40754 1.75
1203.69 12 0.195284 0.852668 2.30489
1203.69 13 0.528592 1.14746 2.48395
1203.69 14 0.192407 0.834612 2.21923
1203.69 15 0.836126 1.01599 2.40052
1203.69 16 0.415898 1.12585 2.55
1203.69 17 0.380177 1.01599 3.1
1203.69 18 0.2255 2.06421 2.65
1203.69 19 0.19018 0.834612 2.48244
1203.69 20 0.341059 1.63845 1.49164
1204.7 0 0 1.22354 2.8
1204.7 1 0.587976 2.18118 1.3
1204.7 2 0.521878 4.88551 2.86531
1204.7 3 0.449426 1.43705 1.32382
1204.7 4 0.224721 1.53925 2.16622
1204.7 5 0.467977 1.42301 2.72259
1204.7 6 0.113725 1.53925 1.67705
1204.7 7 0.343097 0.869485 1.50416
1204.7 8 0.630147 1.45666 1.94487
1204.7 9 0.51223 1.43289 1.78466
1204.7 10 0.273749 4.26828 2.15058
1204.7 11 0.52549 3.87111 1.3
1204.7 12 0.204966 0.869485 2.32433
1204.7 13 0.476921 1.22354 2.01556
1204.7 14 0.342248 0.817215 2.23215
1204.7 15 0.77893 1.0324 2
1204.7 16 0.54669 1.63844 2.05
1204.7 17 0.297922 1.0324 3.05
1204.7 18 0.384367 2.01032 2.95
1204.7 19 0.279255 0.817215 2.37539
1204.7 20 0.35909 1.6882 1.68077
1205.74 0 0.05 1.53325 2.8
1205.74 1 0.619894 1.76467 1.55
1205.74 2 0.635086 4.90511 2.42074
1205.74 3 0.372979 1.23218 1.60078
1205.74 4 0.344761 1.41125 2.14767
1205.74 5 0.559766 1.30404 2.94491
1205.74 6 0.354274 1.41125 1.43178
1205.74 7 0.422567 0.903707 1.6
1205.74 8 0.585973 1.74583 1.37931
1205.74 9 0.487299 1.23218 2.26108
1205.74 10 0.208865 4.05884 2.20737
1205.74 11 0.437315 3.46758 1.2
1205.74 12 0.313982 0.903707 2.05548
1205.74 13 0.377994 1.53325 1.74141
1205.74 14 0.462171 0.938999 2.19146
1205.74 15 0.580432 1.18739 1.65
1205.74 16 0.652807 1.86534 1.55
1205.74 17 0.398843 1.18739 2.7
1205.74 18 0.418782 2.03654 2.74089
1205.74 19 0.290516 0.938999 2.22036
1205.74 20 0.396919 1.76797 2.07966
1206.76 0 0.5 1.96576 2.5
1206.76 1 0.488332 1.48195 1.9
1206.76 2 0.391117 4.11811 2.08626
1206.76 3 0.286353 1.2916 1.73566
1206.76 4 0.531129 1.48195 2.35053
1206.76 5 0.613154 1.28016 2.40416
1206.76 6 0.496663 1.69413 1.18533
1206.76 7 0.462127 1.04531 1.95064
1206.76 8 0.281076 1.58868 0.88459
1206.76 9 0.381073 1.45529 2.1272
1206.76 10 0.354558 4.30884 2.09881
1206.76 11 0.46172 3.09901 1.45
1206.76 12 0.418706 1.04531 1.63478
1206.76 13 0.371659 1.96576 1.87949
1206.76 14 0.509878 1.19045 2.33077
1206.76 15 0.383305 1.6082 1.6
1206.76 16 0.6445 2.14741 1.1
1206.76 17 0.561232 1.6082 2.4
1206.76 18 0.361282 2.17284 2.37539
1206.76 19 0.283466 1.19045 1.98494
1206.76 20 0.424901 1.78785 2.46982
1207.79 0 0.6 1.72343 2.1
1207.79 1 0.317734 1.64474 2.25
1207.79 2 0.247737 3.31817 1.80347
1207.79 3 0.180419 1.10451 1.74642
1207.79 4 0.559281 1.64474 2.65
1207.79 5 0.615314 1.29717 1.76777
1207.79 6 0.612739 2.31181 1.16726
1207.79 7 0.504877 1.28076 2.00562
1207.79 8 0.412195 1.19506 0.98995
1207.79 9 0.26648 1.19506 1.81246
1207.79 10 0.512694 4.02475 1.79234
1207.79 11 0.503527 3.04091 1.95064
1207.79 12 0.347537 1.28076 1.39463
1207.79 13 0.419915 2.34605 2.21416
1207.79 14 0.465512 1.48429 2.72443
1207.79 15 0.312673 2.12641 1.75
1207.79 16 0.739936 1.72343 1
1207.79 17 0.683678 2.01811 2.05
1207.79 18 0.277291 1.75276 2.15928
1207.79 19 0.297248 1.10451 1.73277
1207.79 20 0.366735 2.01811 2.70185
1208.82 0 0.1 1.3817 2.1
1208.82 1 0.172465 1.38201 2.5
1208.82 2 0.338693 2.95395 1.62635
1208.82 3 0.201388 1.00894 1.73925
1208.82 4 0.346466 1.84627 2.30054
1208.82 5 0.496978 1.41211 1.20208
1208.82 6 0.507072 2.87786 1.51162
1208.82 7 0.556224 1.43865 1.45
1208.82 8 0.478812 1.10337 1.48492
1208.82 9 0.426967 1.10337 1.74642
1208.82 10 0.642549 3.87769 1.58114
1208.82 11 0.568874 3.23544 2.45
1208.82 12 0.421309 1.41211 1.55
1208.82 13 0.297122 2.16303 2.59422
1208.82 14 0.364888 1.70546 3.11448
1208.82 15 0.323662 1.63884 2.05
1208.82 16 0.736539 1.3817 1.25
1208.82 17 0.689545 2.63328 1.55
1208.82 18 0.157697 1.38201 2.11009
1208.82 19 0.317695 1.00894 1.41421
1208.82 20 0.274793 1.63884 2.7933
1209.85 0 0.6 1.32456 2.35
1209.85 1 0.34261 1.22737 2.65
1209.85 2 0.493731 3.18291 1.54434
1209.85 3 0.182751 0.937696 1.61012
1209.85 4 0.30984 1.72495 1.95
1209.85 5 0.334521 1.59402 1.01242
1209.85 6 0.412236 2.93825 1.95576
1209.85 7 0.532993 1.49066 1.05119
1209.85 8 0.336517 1.42539 1.81177
1209.85 9 0.596933 1.27243 2.00998
1209.85 10 0.406939 3.50008 1.49164
1209.85 11 0.615428 2.93825 2.48244
1209.85 12 0.484868 1.49066 1.95
1209.85 13 0.235626 1.95738 2.7
1209.85 14 0.29588 1.67559 2.93471
1209.85 15 0.322188 1.26996 2.35
1209.85 16 0.468297 1.32456 1.3
1209.85 17 0.274184 3.15421 1.15
1209.85 18 0.18869 1.22737 2.19146
1209.85 19 0.293562 0.937696 1.13137
1209.85 20 0.146394 1.26996 2.75862
1210.87 0 0.6 1.70423 2.4
1210.87 1 0.533195 1.43078 2.66833
1210.87 2 0.602282 4.05852 1.73925
1210.87 3 0.0740106 0.872702 1.52069
1210.87 4 0.3956 1.43078 1.7
1210.87 5 0.577451 1.57352 1.36015
1210.87 6 0.495857 2.08567 2.34307
1210.87 7 0.660301 1.42945 1.18533
1210.87 8 0.287013 1.80368 1.90394
1210.87 9 0.726718 1.44451 1.90066
1210.87 10 0.0899361 3.44526 1.50083
1210.87 11 0.632181 2.08567 2.14709
1210.87 12 0.503747 1.42945 1.95256
1210.87 13 0.435882 1.70423 2.61008
1210.87 14 0.233392 1.51465 2.68701
1210.87 15 0.304854 1.07907 2.65
1210.87 16 0.339448 1.82281 1.25
1210.87 17 0.188211 3.29911 1.1
1210.87 18 0.377154 1.44489 2.49098
1210.87 19 0.126124 0.872702 0.919239
1210.87 20 0.145407 1.07907 2.65754
1211.9 0 0 1.83017 2.6
1211.9 1 0.631383 1.50033 2.35053
1211.9 2 0.639806 5.0179 2.26991
1211.9 3 0.317012 0.808845 1.67705
1211.9 4 0.504218 1.50033 1.55
1211.9 5 0.539995 1.30998 1.80693
1211.9 6 0.621453 1.63234 2.65189
1211.9 7 0.480337 1.47448 1.64012
1211.9 8 0.294409 2.0957 1.81246
1211.9 9 0.676407 1.77763 1.45774
1211.9 10 0.170112 3.52693 1.48408
1211.9 11 0.604374 1.63234 2.08866
1211.9 12 0.48515 1.30998 1.5
1211.9 13 0.516502 1.86536 2.36326
1211.9 14 0.0837573 1.24367 2.54558
1211.9 15 0.28195 0.980478 2.41661
1211.9 16 0.446278 1.83017 1.55
1211.9 17 0.471325 3.10421 1.4
1211.9 18 0.497528 2.25953 2.75862
1211.9 19 0.261583 0.808845 0.955249
1211.9 20 0.194862 0.980478 2.47588
1212.91 0 0.3 1.47997 2.6
1212.91 1 0.323699 1.81165 2.2
1212.91 2 0.630799 5.0283 2.4
1212.91 3 0.473769 0.866218 2.08387
1212.91 4 0.620999 1.93932 1.6
1212.91 5 0.241672 1.18202 2.12132
1212.91 6 0.620558 1.76684 2.95381
1212.91 7 0.360078 1.44979 2.06155
1212.91 8 0.216076 1.7808 1.64469
1212.91 9 0.209847 1.78325 1.29035
1212.91 10 0.380617 3.7401 1.45
1212.91 11 0.482942 1.76684 2.31138
1212.91 12 0.417595 1.18202 1.15109
1212.91 13 0.304162 2.23537 2.2
1212.91 14 0.103 1.02711 2.54657
1212.91 15 0.200287 1.01765 2.19146
1212.91 16 0.443566 1.47997 1.9
1212.91 17 0.594383 2.75459 1.8
1212.91 18 0.594498 3.05129 2.9
1212.91 19 0.443762 0.866218 1.20934
1212.91 20 0.460077 1.01765 2.26274
1213.92 0 0.6 1.44732 2.25
1213.92 1 0.157319 1.42327 2.25499
1213.92 2 0.535937 5.2886 1.85
1213.92 3 0.478899 0.906167 2.55196
1213.92 4 0.710976 2.32624 1.8
1213.92 5 0.0894591 1.12925 2.17083
1213.92 6 0.424488 1.42327 2.55
1213.92 7 0.357995 1.33951 2.40052
1213.92 8 0.104645 1.45015 1.614
1213.92 9 0.0705135 1.61817 1.32004
1213.92 10 0.557087 4.10077 1.51162
1213.92 11 0.339016 1.99948 2.63486
1213.92 12 0.445552 1.12925 1.12361
1213.92 13 0.216575 2.12374 2.35053
1213.92 14 0.100942 0.906167 2.62011
